"id","ten_file_anh","wrist","thumb_cmc","thumb_mcp","thumb_ip","thumb_tip","index_finger_mcp","index_finger_pip","index_finger_dip","index_finger_tip","middle_finger_mcp","middle_finger_pip","middle_finger_dip","middle_finger_tip","ring_finger_mcp","ring_finger_pip","ring_finger_dip","ring_finger_tip","pinky_mcp","pinky_pip","pinky_dip","pinky_tip"
11,"image_20231202_145318.png","0.45098;0.64576;3.889e-07","0.38029;0.61594;-0.0225664675","0.32729;0.52153;-0.0312842019","0.34743;0.43837;-0.0362300687","0.37777;0.37886;-0.0446240045","0.31097;0.42126;-0.0282021053","0.25642;0.31369;-0.0428368747","0.225;0.2409;-0.052868057","0.19951;0.17581;-0.0637561083","0.36028;0.3876;-0.0409402847","0.32182;0.24902;-0.0635388643","0.29922;0.16034;-0.0830906555","0.28124;0.0872;-0.0950605199","0.41103;0.3838;-0.0558090061","0.38442;0.2501;-0.1005291343","0.36876;0.15774;-0.1325204372","0.36055;0.07292;-0.1513671875","0.46317;0.40716;-0.0693606958","0.41686;0.3846;-0.1209678203","0.41584;0.45976;-0.1308963895","0.43172;0.525;-0.1334599257"
12,"image_20231202_145319.png","0.72014;0.52677;4.245e-07","0.67448;0.55774;-0.028419219","0.59936;0.53307;-0.0348864011","0.57642;0.45591;-0.0362535194","0.58311;0.38563;-0.0401482284","0.52637;0.4933;-0.0315625593","0.43731;0.46654;-0.0476404652","0.38316;0.44206;-0.0583260879","0.33459;0.42465;-0.0675973594","0.54757;0.43173;-0.0370724462","0.45834;0.35991;-0.0526030883","0.40148;0.32145;-0.0682139248","0.34814;0.28889;-0.0768279731","0.58413;0.39108;-0.0449592471","0.51789;0.3261;-0.0757149458","0.45968;0.2879;-0.1047290489","0.40674;0.2459;-0.1230516657","0.63276;0.36824;-0.0534606315","0.61608;0.3725;-0.092179291","0.63812;0.42082;-0.1026194021","0.66264;0.45223;-0.1061952934"
13,"image_20231202_145320.png","0.83246;0.56784;6.928e-07","0.7854;0.5397;-0.0415561721","0.76382;0.46386;-0.0538192503","0.7997;0.39031;-0.0618532896","0.82989;0.33724;-0.0672904253","0.71855;0.36676;-0.0141187701","0.69282;0.27296;-0.0337376483","0.68069;0.20541;-0.0488091372","0.67045;0.15361;-0.057513807","0.76254;0.35097;-0.0066960612","0.76481;0.25983;-0.0296693724","0.77094;0.21686;-0.0425762646","0.7727;0.1832;-0.0439405367","0.80651;0.36157;-0.00515685","0.81895;0.32666;-0.0413946509","0.82052;0.38878;-0.0442834869","0.81728;0.42302;-0.0323585756","0.84698;0.38648;-0.0065954016","0.85536;0.35156;-0.0348160379","0.8527;0.39983;-0.0294412021","0.84719;0.42932;-0.0158105567"
14,"image_20231202_145321.png","0.79649;0.65199;7.415e-07","0.78865;0.64616;-0.0587032624","0.76862;0.61428;-0.0977519974","0.77033;0.56374;-0.1268315613","0.78373;0.52322;-0.1578941792","0.72036;0.52613;-0.1066785082","0.67682;0.42951;-0.1479750574","0.6457;0.36833;-0.1750530303","0.61862;0.31616;-0.1932702363","0.709;0.51122;-0.0975823104","0.6572;0.411;-0.1364287883","0.61808;0.34385;-0.1623777002","0.58509;0.29155;-0.1786041558","0.70667;0.51549;-0.0896018818","0.64633;0.45125;-0.1221869439","0.60057;0.39945;-0.1467507631","0.56656;0.35746;-0.1627110392","0.71188;0.53503;-0.0849041566","0.66408;0.50994;-0.111818403","0.63582;0.49914;-0.1241129711","0.61995;0.49159;-0.1312610507"
15,"image_20231202_145322.png","0.73005;0.80142;3.521e-07","0.6846;0.83463;-0.0247305613","0.61606;0.84157;-0.0345997475","0.59307;0.78291;-0.0408248641","0.58642;0.71614;-0.0499776639","0.53206;0.79138;-0.030110402","0.4449;0.80049;-0.0486779027","0.39097;0.79733;-0.0617426001","0.34157;0.79101;-0.0738265887","0.54186;0.72988;-0.0402595624","0.45153;0.69229;-0.0580949485","0.3956;0.6694;-0.0760454386","0.34635;0.64289;-0.0880573988","0.57339;0.6871;-0.0530794747","0.50252;0.65254;-0.0883359686","0.44691;0.62772;-0.1198171899","0.39666;0.58857;-0.1407784969","0.6208;0.65783;-0.0659771115","0.60278;0.70066;-0.111386463","0.63623;0.74584;-0.1258857399","0.66902;0.76262;-0.132800743"
16,"image_20231202_145323.png","0.63217;0.80694;4.694e-07","0.58465;0.85079;-0.0248476118","0.51219;0.85992;-0.0353916623","0.47967;0.79897;-0.0433639474","0.46733;0.73593;-0.0546025857","0.43729;0.8098;-0.0322784372","0.3524;0.82476;-0.053709995","0.29601;0.83079;-0.0703856945","0.24624;0.83323;-0.0845763385","0.44633;0.74762;-0.0435167104","0.34968;0.71928;-0.0635369793","0.28959;0.70469;-0.0843186304","0.23561;0.68625;-0.0981031358","0.47537;0.70292;-0.0571265072","0.39309;0.68045;-0.0912697315","0.33946;0.67123;-0.1195262671","0.29059;0.64664;-0.1378739327","0.51843;0.67292;-0.0712864622","0.49325;0.70915;-0.1114088446","0.52164;0.74681;-0.1218087375","0.54975;0.75704;-0.1261009872"
17,"image_20231202_145325.png","0.55231;0.75869;4.909e-07","0.50005;0.80856;-0.018585097","0.4165;0.81482;-0.0285635777","0.37456;0.7536;-0.0410864763","0.35795;0.68607;-0.0535364673","0.36138;0.77476;-0.0197491031","0.27177;0.79653;-0.0434451289","0.21884;0.80797;-0.0545515344","0.17536;0.81486;-0.0595989078","0.37045;0.71232;-0.0289327614","0.27485;0.67726;-0.0551016741","0.21567;0.65808;-0.0696730465","0.16856;0.63879;-0.0746095106","0.39692;0.66524;-0.0408008285","0.35493;0.67723;-0.0837956145","0.39972;0.72185;-0.0919024944","0.43591;0.74032;-0.0832558498","0.43018;0.63095;-0.0529267043","0.39918;0.66762;-0.0847903937","0.43499;0.7111;-0.0815883353","0.46887;0.72589;-0.0707847998"
18,"image_20231202_145332.png","0.71686;0.85711;1.643e-07","0.66892;0.81214;-0.0145599153","0.64654;0.7024;-0.0131830582","0.6754;0.6269;-0.009252443","0.71851;0.59318;-0.009292216","0.65066;0.63582;-0.0072797295","0.62823;0.53567;-0.012800646","0.61552;0.47288;-0.0182938874","0.60364;0.41585;-0.0258764047","0.69271;0.62259;-0.0176028218","0.67357;0.50569;-0.0263934787","0.65462;0.42767;-0.0415203907","0.63666;0.3599;-0.0520391688","0.73453;0.63037;-0.0298378076","0.72692;0.51223;-0.0594658814","0.70839;0.43537;-0.0899521112","0.69635;0.3652;-0.1098552346","0.77439;0.6604;-0.0408361517","0.73979;0.63169;-0.0802506581","0.7213;0.69346;-0.091784209","0.7196;0.74909;-0.0969491303"
19,"image_20231202_145334.png","0.55353;0.79784;6.077e-07","0.50657;0.78526;-0.0359614491","0.46271;0.71738;-0.0554894358","0.4767;0.64385;-0.0670018196","0.51245;0.5922;-0.0814316049","0.47091;0.59751;-0.0636941344","0.43064;0.49165;-0.0886477232","0.40263;0.41562;-0.10454081","0.37825;0.35014;-0.1182607487","0.52034;0.57966;-0.0678925961","0.5078;0.45077;-0.0980493426","0.49664;0.36173;-0.1211870983","0.48671;0.28613;-0.1354661435","0.56716;0.58962;-0.0725382045","0.5517;0.47479;-0.1216684505","0.53836;0.3872;-0.1542031467","0.53361;0.30743;-0.1730646938","0.60842;0.62318;-0.0762866959","0.56632;0.61142;-0.1319863796","0.5488;0.66975;-0.1459928453","0.54893;0.72286;-0.1506589949"
20,"image_20231202_150138.png","0.83521;0.90127;3.751e-07","0.7898;0.86706;-0.0231806282","0.75107;0.78661;-0.0324273556","0.75798;0.71939;-0.0400427096","0.78881;0.67342;-0.0502392426","0.74193;0.6783;-0.0218764693","0.73011;0.57223;-0.0430554897","0.73186;0.50314;-0.0600295253","0.73559;0.44107;-0.0729238316","0.78272;0.66666;-0.0306700785","0.76878;0.54481;-0.0511992909","0.76319;0.46568;-0.0694416016","0.7593;0.39573;-0.0803044438","0.82492;0.6738;-0.0425958112","0.80305;0.57124;-0.0743258968","0.78566;0.50016;-0.0982502028","0.77704;0.43273;-0.1131930798","0.8661;0.69994;-0.0557506345","0.82954;0.6777;-0.0922878981","0.81268;0.72726;-0.1010520831","0.81189;0.7738;-0.1038424298"
21,"image_20231202_150139.png","0.82733;0.88048;3.135e-07","0.78513;0.84798;-0.0179902222","0.75478;0.7735;-0.0251299981","0.76896;0.7141;-0.0292101949","0.79848;0.66905;-0.0348868072","0.74375;0.66443;-0.0222526249","0.70752;0.57361;-0.0364148133","0.68749;0.51175;-0.045460593","0.67;0.45706;-0.0542325079","0.78607;0.64745;-0.0322838165","0.77083;0.53548;-0.0517637543","0.76188;0.46096;-0.0671536103","0.75311;0.3982;-0.0760682076","0.82741;0.65783;-0.0443211906","0.82375;0.55789;-0.0802390501","0.82313;0.48083;-0.1060896367","0.82641;0.41061;-0.1211382076","0.86659;0.69238;-0.0555304661","0.83632;0.67168;-0.0969048142","0.81905;0.72604;-0.1067257449","0.81335;0.77756;-0.1098166034"
22,"image_20231202_150140.png","0.83386;0.87883;3.565e-07","0.79189;0.83765;-0.0194399655","0.76716;0.75467;-0.0262570865","0.79077;0.69789;-0.0299688336","0.83183;0.66754;-0.0353305377","0.76474;0.65305;-0.0225611981","0.7339;0.55454;-0.0363940485","0.71935;0.48857;-0.0451052077","0.70745;0.43109;-0.0535710119","0.80988;0.64121;-0.0316950008","0.80683;0.52487;-0.0485863872","0.80435;0.44886;-0.0629337877","0.80177;0.38559;-0.0716266334","0.85137;0.65734;-0.0431251712","0.86225;0.55789;-0.0757662281","0.86947;0.48009;-0.1020889506","0.87994;0.41124;-0.1181608737","0.88816;0.69639;-0.0540935546","0.86446;0.67285;-0.0923297852","0.8441;0.7218;-0.1021320224","0.83552;0.76987;-0.1059076115"
23,"image_20231202_150141.png","0.79583;0.76441;3.993e-07","0.74873;0.72404;-0.0211485736","0.72638;0.64053;-0.0289325621","0.75322;0.58352;-0.0328311175","0.79162;0.54896;-0.0382889211","0.726;0.54546;-0.0245567542","0.69524;0.44616;-0.0396523736","0.68058;0.37788;-0.0485739894","0.6705;0.31832;-0.0567554273","0.77271;0.53575;-0.0327789225","0.7771;0.41485;-0.049586799","0.77997;0.33512;-0.0638331324","0.78382;0.267;-0.0719285607","0.81382;0.55291;-0.0434257835","0.82356;0.44656;-0.077817291","0.83062;0.36589;-0.104904592","0.8426;0.29409;-0.120908305","0.85087;0.59165;-0.0534047708","0.82155;0.56478;-0.0945467129","0.79635;0.61219;-0.1053099111","0.78438;0.65837;-0.1088524908"
24,"image_20231202_150142.png","0.70761;0.75525;3.199e-07","0.65786;0.7209;-0.0211900957","0.62583;0.63409;-0.0292216893","0.64673;0.57344;-0.0337296575","0.68848;0.54013;-0.0403003767","0.6284;0.5168;-0.0259379204","0.59216;0.41194;-0.0416849665","0.57317;0.34246;-0.0516716987","0.55962;0.2797;-0.0614316948","0.67573;0.50536;-0.0360779427","0.67032;0.37804;-0.053604804","0.66649;0.29483;-0.0684408322","0.66562;0.22261;-0.0773106441","0.71914;0.52434;-0.0487621427","0.7255;0.40946;-0.0846664682","0.72957;0.32257;-0.1140851304","0.74079;0.24662;-0.1323085129","0.75937;0.56785;-0.0607913993","0.72675;0.5459;-0.1040943265","0.7009;0.59777;-0.1161304787","0.69086;0.64943;-0.1208649725"
25,"image_20231202_150143.png","0.83689;0.79358;6.479e-07","0.79086;0.75002;-0.0285570417","0.77427;0.67558;-0.047487244","0.82132;0.63382;-0.0601308867","0.8747;0.61711;-0.0756089166","0.77552;0.57826;-0.0593018867","0.7557;0.46289;-0.0834838152","0.74339;0.38705;-0.0976988226","0.73407;0.32153;-0.1095638275","0.82605;0.5674;-0.0661937296","0.82587;0.44181;-0.0961695611","0.82632;0.35593;-0.1169953346","0.82678;0.2843;-0.1295152456","0.87224;0.58675;-0.073364757","0.88992;0.48251;-0.1157629713","0.90196;0.39637;-0.1450130194","0.91348;0.32411;-0.1617521793","0.91058;0.62834;-0.0794873238","0.88992;0.61222;-0.1208598539","0.87119;0.65932;-0.1288846582","0.86441;0.70659;-0.131140098"
26,"image_20231202_150144.png","0.69579;0.85164;5.62e-07","0.64474;0.82413;-0.0263680127","0.60798;0.75655;-0.0402697697","0.63276;0.70031;-0.0490868464","0.67512;0.66753;-0.0599175841","0.61287;0.63979;-0.0426733978","0.58497;0.53583;-0.0616964847","0.56906;0.46588;-0.0732349008","0.55535;0.40619;-0.0837314874","0.6587;0.62384;-0.0501621366","0.65427;0.502;-0.0719326437","0.64956;0.41851;-0.0888694897","0.64571;0.34899;-0.0995264202","0.70045;0.63956;-0.0593007691","0.70713;0.53266;-0.0965644568","0.70874;0.4498;-0.1269184649","0.71474;0.37758;-0.1458479762","0.73855;0.68121;-0.067865625","0.71272;0.66571;-0.1120236665","0.68978;0.71544;-0.1262688786","0.67834;0.76376;-0.1326885968"
27,"image_20231202_150145.png","0.5797;0.88727;6.502e-07","0.52711;0.8649;-0.0129579231","0.47983;0.81108;-0.0262832493","0.45537;0.75146;-0.0412278436","0.46667;0.70075;-0.0554362088","0.50942;0.71661;-0.0196345914","0.4922;0.64251;-0.0418865047","0.48087;0.59441;-0.0566458069","0.47546;0.55162;-0.0656802356","0.53929;0.70447;-0.0253213197","0.52772;0.61705;-0.0480928645","0.51065;0.56156;-0.0621272065","0.50031;0.5132;-0.0696905926","0.57133;0.7092;-0.032201793","0.54385;0.6737;-0.059846282","0.51263;0.72459;-0.0629310682","0.49922;0.77423;-0.0570231639","0.60187;0.72663;-0.0398925059","0.58075;0.68257;-0.0612301975","0.55589;0.68875;-0.0630398616","0.53735;0.70613;-0.0591313466"
28,"image_20231202_150146.png","0.55613;0.78555;4.683e-07","0.4948;0.76455;-0.0293174386","0.44502;0.69216;-0.0441848971","0.45638;0.62323;-0.0541488975","0.49147;0.57473;-0.0661868453","0.44899;0.53967;-0.039620135","0.41012;0.43356;-0.0619400777","0.38715;0.35887;-0.0776343718","0.36833;0.29194;-0.0921650827","0.4992;0.52285;-0.0503668711","0.48772;0.3861;-0.0753512159","0.48177;0.29071;-0.0953172669","0.47768;0.20873;-0.1086503342","0.545;0.53836;-0.064503327","0.54222;0.41674;-0.1092093438","0.53813;0.32104;-0.1450577527","0.53923;0.23723;-0.168025136","0.58875;0.58159;-0.0784583762","0.55462;0.56253;-0.1320774853","0.52976;0.62216;-0.1503781378","0.51585;0.68151;-0.1595478952"
29,"image_20231202_150147.png","0.40959;0.74164;5.787e-07","0.3382;0.72122;-0.0307070483","0.27162;0.62689;-0.0427480116","0.29118;0.54996;-0.0493704155","0.35092;0.51236;-0.0583193339","0.30193;0.46124;-0.0429346301","0.26383;0.34438;-0.0628742874","0.24166;0.26267;-0.0755880177","0.22299;0.1919;-0.0893487856","0.36141;0.44575;-0.0526278876","0.36324;0.29347;-0.0735932663","0.36686;0.19192;-0.0921658054","0.37026;0.10526;-0.1054613218","0.41569;0.46941;-0.0656619966","0.41305;0.34215;-0.1084532514","0.41361;0.24147;-0.1479958743","0.42068;0.1522;-0.1744345725","0.46203;0.5195;-0.0784647465","0.41105;0.50921;-0.134571135","0.37557;0.56988;-0.1594360173","0.35518;0.62388;-0.1738808453"
30,"WIN_20231128_14_48_11_Pro.jpg","0.76803;0.70412;2.883e-07","0.73485;0.67296;-0.0318111256","0.72619;0.57259;-0.0387357622","0.76395;0.50761;-0.0395122804","0.80272;0.47972;-0.0423790701","0.71398;0.45453;-0.0247481819","0.70465;0.34069;-0.0363561437","0.7015;0.26642;-0.045822449","0.69813;0.20041;-0.0543859601","0.7493;0.4438;-0.0234077927","0.74847;0.31724;-0.0353019685","0.74756;0.23173;-0.0500057153","0.74816;0.15656;-0.0591208227","0.78144;0.46248;-0.0250822045","0.79508;0.34879;-0.0517443828","0.79743;0.26282;-0.0793647021","0.8027;0.18289;-0.0970669463","0.81045;0.50652;-0.0277141239","0.8036;0.48905;-0.0637421906","0.78895;0.54908;-0.0773216784","0.7835;0.60095;-0.0832615644"
31,"WIN_20231128_14_48_13_Pro.jpg","0.76574;0.70511;2.881e-07","0.73092;0.66435;-0.0247228369","0.72132;0.57459;-0.0324428976","0.76136;0.51798;-0.0355999842","0.79965;0.48873;-0.0389151238","0.71194;0.44893;-0.0201465748","0.68274;0.34964;-0.0333288312","0.66473;0.28071;-0.0441186763","0.64992;0.21932;-0.0535340123","0.74815;0.43324;-0.0233101193","0.74734;0.3081;-0.0360360891","0.747;0.21796;-0.0491737723","0.74687;0.14175;-0.0575723574","0.78211;0.45627;-0.0295913089","0.80392;0.34832;-0.0563566424","0.82028;0.26269;-0.079945758","0.83575;0.18645;-0.094233714","0.81197;0.50767;-0.0363664366","0.80357;0.48162;-0.068309322","0.78208;0.53291;-0.0769209489","0.76708;0.58315;-0.07992322"
32,"WIN_20231128_14_48_15_Pro.jpg","0.59488;0.65489;3.879e-07","0.56146;0.61855;-0.0232957862","0.54308;0.54457;-0.0366670229","0.57453;0.49518;-0.0449557379","0.60847;0.4604;-0.0542014576","0.54499;0.39961;-0.0409871191","0.52258;0.29188;-0.0581011809","0.50702;0.21651;-0.0688769072","0.49447;0.14736;-0.0788880959","0.5856;0.38666;-0.0463213511","0.59413;0.25287;-0.0653579235","0.5995;0.16191;-0.0804216862","0.6047;0.08432;-0.0905312896","0.62012;0.41323;-0.0526353829","0.64133;0.30834;-0.0834260806","0.6574;0.2215;-0.108758375","0.67519;0.14565;-0.125407055","0.64782;0.46197;-0.058752019","0.62683;0.45923;-0.095997721","0.6001;0.50868;-0.1101740971","0.58342;0.55201;-0.117611587"
33,"WIN_20231128_14_48_16_Pro.jpg","0.40749;0.64909;5.689e-07","0.37593;0.62525;-0.0234851539","0.34771;0.55845;-0.0388164297","0.3673;0.50275;-0.0499284938","0.4085;0.49326;-0.062639758","0.37266;0.39814;-0.0470848605","0.34867;0.29674;-0.0658364445","0.33501;0.22019;-0.0797480419","0.32375;0.15361;-0.0923473313","0.41064;0.38888;-0.0526749566","0.41683;0.26265;-0.0741461366","0.42022;0.16996;-0.0910728052","0.42336;0.09599;-0.1026372537","0.44417;0.42365;-0.0586534403","0.45865;0.3151;-0.0883392394","0.46778;0.22827;-0.111225374","0.47961;0.15863;-0.125382632","0.46819;0.48447;-0.0646897033","0.44559;0.45609;-0.0971056521","0.41639;0.49341;-0.1090414226","0.39764;0.53291;-0.115464218"
34,"WIN_20231128_14_48_18_Pro.jpg","0.22093;0.62294;5.869e-07","0.18921;0.6109;-0.0300061814","0.1562;0.55841;-0.0506581962","0.14935;0.50806;-0.0667050108","0.17796;0.48995;-0.0837503672","0.16998;0.39515;-0.0472348891","0.14541;0.29742;-0.0678415447","0.12676;0.228;-0.0820086151","0.11331;0.16782;-0.0943129808","0.20624;0.38284;-0.0516803227","0.20506;0.2604;-0.0698919669","0.20361;0.17342;-0.0851081014","0.20427;0.09941;-0.096268706","0.23866;0.41341;-0.0582386106","0.2423;0.30576;-0.08697173","0.24495;0.22768;-0.1101766005","0.25279;0.15864;-0.1255387366","0.26394;0.46738;-0.0656489506","0.23451;0.45281;-0.1005183384","0.20923;0.48417;-0.1162862852","0.19308;0.51275;-0.1254538745"
