"id","ten_file_anh","wrist","thumb_cmc","thumb_mcp","thumb_ip","thumb_tip","index_finger_mcp","index_finger_pip","index_finger_dip","index_finger_tip","middle_finger_mcp","middle_finger_pip","middle_finger_dip","middle_finger_tip","ring_finger_mcp","ring_finger_pip","ring_finger_dip","ring_finger_tip","pinky_mcp","pinky_pip","pinky_dip","pinky_tip"
11,"14-47-30-92775890_643457532874849_307406528976736112_n.jpg","0.70474;0.57724;-9.591e-07","0.66664;0.51621;0.0127280327","0.67337;0.46657;0.0169431698","0.69598;0.4387;0.0196671803","0.70014;0.42693;0.0230252352","0.79629;0.39955;0.0015685711","0.82093;0.3955;0.0168654975","0.80173;0.41331;0.0250548963","0.78513;0.42982;0.0271578841","0.84386;0.43326;-0.0064230515","0.83588;0.43756;0.0189365223","0.81097;0.45264;0.0272565242","0.79343;0.46902;0.0235680919","0.86776;0.47509;-0.0104716569","0.8441;0.47423;0.0115288664","0.82045;0.48471;0.0179895181","0.80091;0.50009;0.0128591908","0.87638;0.5132;-0.0140380431","0.85774;0.51093;0.0003993217","0.83667;0.51647;0.0100468555","0.81886;0.52719;0.0138633158"
12,"15877372_393044034373663_107357371898003456_n.jpg","0.60815;0.19089;7.73e-08","0.57218;0.21277;-0.0183834285","0.52647;0.2237;-0.0234316252","0.48531;0.22594;-0.0284903776","0.45068;0.21949;-0.0318446904","0.49084;0.20512;0.0146329487","0.45599;0.20777;0.0059537189","0.43558;0.21041;-0.0059555103","0.42095;0.21398;-0.0145707894","0.49103;0.18518;0.015820466","0.45098;0.18205;0.0058025187","0.43209;0.18339;-0.0072530541","0.42492;0.18944;-0.0145860212","0.49886;0.16801;0.0121380994","0.45819;0.16041;0.0017024549","0.43741;0.16188;-0.0069001885","0.42511;0.16773;-0.0107611204","0.51293;0.15224;0.0060532205","0.47979;0.14326;-0.0024291142","0.45711;0.14171;-0.0075494503","0.43828;0.14292;-0.0099363588"
13,"20839107_139548153306798_5600255647355502592_n.jpg","0.78111;0.35436;-1.112e-07","0.7275;0.38095;-0.0089589888","0.68263;0.427;-0.0240908209","0.65378;0.46992;-0.0359827913","0.6283;0.50226;-0.0511174947","0.67425;0.42167;-0.0683608577","0.66205;0.49048;-0.0948608667","0.66772;0.53451;-0.1063169241","0.67444;0.57078;-0.1126260161","0.70696;0.40712;-0.0751644596","0.70941;0.48886;-0.1032466069","0.72004;0.54409;-0.1125881001","0.72918;0.584;-0.1197675467","0.74455;0.40032;-0.0794287026","0.75521;0.47956;-0.102787815","0.76334;0.53349;-0.1094277352","0.76819;0.57237;-0.1134189293","0.78282;0.40064;-0.0824357495","0.79394;0.46453;-0.1016544029","0.79686;0.50392;-0.1075662971","0.79559;0.53515;-0.1107495576"
14,"65eee99bly1g8v25e8daoj20u016m4qr.jpg","0.25492;0.69752;4.69e-08","0.31887;0.65015;-0.0146181025","0.39111;0.62761;-0.0282581225","0.45789;0.61732;-0.0376839563","0.51455;0.60872;-0.045260869","0.45188;0.69028;-0.0431526899","0.54352;0.69486;-0.0565268435","0.58711;0.69324;-0.0579427443","0.61186;0.68591;-0.0554538928","0.44165;0.73172;-0.0442954414","0.54398;0.74398;-0.0574679971","0.59006;0.73923;-0.0579553209","0.61197;0.72631;-0.0553096011","0.41877;0.7634;-0.0447508655","0.51852;0.78279;-0.0589127503","0.56785;0.77895;-0.0602897406","0.59622;0.76531;-0.0576983802","0.38782;0.78715;-0.0448211953","0.46664;0.81239;-0.0581520684","0.51308;0.81732;-0.0593525358","0.55055;0.81301;-0.0560778007"
15,"image_20231128_163118.jpg","0.23266;0.79184;4.623e-07","0.29296;0.76622;-0.0294868648","0.35137;0.70514;-0.0405382439","0.39191;0.64728;-0.0487934723","0.42512;0.60003;-0.0570320934","0.31494;0.5945;-0.0238286816","0.34703;0.51358;-0.0448630191","0.37054;0.46782;-0.0614125319","0.39279;0.43287;-0.0722581297","0.27744;0.57332;-0.0233328715","0.30211;0.47881;-0.0409363955","0.32511;0.42321;-0.0554265715","0.34782;0.382;-0.0652645528","0.23901;0.57109;-0.0270693544","0.25723;0.47596;-0.0464594737","0.27736;0.41915;-0.0594698079","0.29944;0.37627;-0.0675361603","0.19938;0.58581;-0.0334195346","0.20326;0.51191;-0.0526131801","0.21336;0.46465;-0.0613069385","0.22799;0.42548;-0.0659241453"
16,"image_20231128_163158.jpg","0.27366;0.73038;5.572e-07","0.34847;0.69974;-0.0372535065","0.42057;0.6266;-0.0536527261","0.46563;0.55449;-0.0664798245","0.50606;0.49935;-0.0800235495","0.38381;0.48422;-0.0404696986","0.42523;0.37639;-0.0702889785","0.45211;0.30983;-0.0930803642","0.47674;0.25144;-0.1090475619","0.33871;0.45911;-0.0429421775","0.3701;0.32964;-0.0710821077","0.39482;0.24682;-0.094010219","0.41792;0.17679;-0.1097230688","0.29248;0.45934;-0.0497088321","0.31254;0.33469;-0.0794130564","0.33486;0.25217;-0.1004133523","0.35746;0.18417;-0.1135294065","0.24235;0.4791;-0.0593526512","0.24849;0.37897;-0.0876817256","0.26108;0.31473;-0.1015365645","0.27818;0.25749;-0.1095853373"
17,"image_20231128_163211.jpg","0.5978;0.65658;5.833e-07","0.5269;0.62575;-0.0348097086","0.47495;0.52763;-0.0513487197","0.44595;0.43921;-0.0641262457","0.40992;0.37763;-0.0771773532","0.52646;0.39288;-0.0359425507","0.50408;0.2811;-0.0622533187","0.492;0.20596;-0.0836730227","0.48405;0.14214;-0.0995499045","0.57611;0.37806;-0.0395572819","0.56825;0.24615;-0.0631672442","0.56304;0.15648;-0.0850163102","0.55846;0.0823;-0.1006103605","0.6231;0.3928;-0.0472089499","0.62848;0.26309;-0.0746793225","0.63549;0.1812;-0.0943987221","0.64065;0.11251;-0.1073727459","0.66724;0.42956;-0.0573211573","0.6867;0.33567;-0.0841060579","0.70136;0.27467;-0.0959585235","0.71192;0.22085;-0.1030559391"
18,"image_20231128_163217.jpg","0.38913;0.64044;5.607e-07","0.31868;0.6111;-0.0259235315","0.26308;0.53029;-0.0398299135","0.22169;0.46323;-0.0526915751","0.18081;0.41698;-0.0653534904","0.29241;0.40367;-0.0193955936","0.26496;0.30376;-0.0415950902","0.2471;0.2388;-0.0603578463","0.2342;0.18331;-0.0744624957","0.32785;0.38517;-0.0266590565","0.31411;0.26421;-0.0471807793","0.30606;0.18235;-0.0659450367","0.30155;0.11661;-0.0789438635","0.3649;0.39023;-0.0383542478","0.35911;0.27475;-0.0633004829","0.35924;0.1975;-0.0815082416","0.36132;0.13131;-0.0935118273","0.40207;0.41629;-0.0522732139","0.41744;0.33249;-0.0769998133","0.43459;0.27663;-0.0881884545","0.4509;0.22794;-0.09486451"
19,"image_20231128_163224.jpg","0.79242;0.50843;2.222e-07","0.74398;0.58893;-0.0223362967","0.67562;0.6356;-0.0294037964","0.61299;0.65157;-0.0367365628","0.55959;0.66249;-0.0432490669","0.60938;0.55465;0.006830737","0.54131;0.56048;-0.0096571008","0.49927;0.56561;-0.0279559959","0.46191;0.56881;-0.0417987928","0.60587;0.50598;0.0023280233","0.52918;0.50251;-0.0127396947","0.48032;0.50474;-0.0310196634","0.43871;0.50807;-0.044124838","0.61566;0.46321;-0.0078860642","0.54067;0.45511;-0.0258204825","0.49266;0.45739;-0.0393005572","0.45146;0.46093;-0.0478054881","0.6363;0.42043;-0.0210300963","0.57505;0.40542;-0.0370753221","0.53485;0.40459;-0.0440005921","0.49953;0.40713;-0.0481243059"
20,"image_20231128_163230.jpg","0.51663;0.4982;3.01e-07","0.47702;0.56255;-0.0158610046","0.41501;0.59503;-0.0218009762","0.36549;0.60545;-0.0275583249","0.3275;0.62162;-0.0332707055","0.37341;0.5277;-0.0085867783","0.31274;0.52993;-0.0245937146","0.2743;0.52979;-0.0381893069","0.24193;0.5268;-0.0475618839","0.37157;0.48231;-0.0128781451","0.3023;0.4721;-0.0264774431","0.25656;0.46633;-0.0395277813","0.21977;0.46185;-0.0483849086","0.38015;0.43905;-0.0202022623","0.31352;0.42576;-0.0340926386","0.27014;0.41998;-0.0445042998","0.23483;0.41661;-0.050919462","0.39823;0.3969;-0.0292661637","0.34514;0.37607;-0.0414620489","0.30842;0.36784;-0.0469116084","0.27706;0.3658;-0.0498990007"
21,"image_20231129_145708.jpg","0.27359;0.86149;4.859e-07","0.34758;0.82412;-0.0315226726","0.40394;0.74369;-0.0422519408","0.43834;0.67145;-0.0503568836","0.47279;0.62284;-0.0583095849","0.35199;0.61139;-0.023573352","0.37468;0.51083;-0.0421220772","0.38578;0.44675;-0.0578220189","0.39228;0.39159;-0.070042789","0.3083;0.59618;-0.0247360561","0.31962;0.47964;-0.0433713458","0.32607;0.40526;-0.0607815348","0.3282;0.34508;-0.0730656311","0.26626;0.6054;-0.0298753399","0.26763;0.49331;-0.0517762974","0.26908;0.42349;-0.0679181293","0.27068;0.36532;-0.0780982822","0.22256;0.63541;-0.037638545","0.20421;0.54961;-0.059646599","0.20123;0.49503;-0.0700078011","0.20474;0.44586;-0.0757102743"
22,"image_20231129_151648.jpg","0.33515;0.86756;3.299e-07","0.38719;0.80257;-0.0182765592","0.41552;0.71509;-0.0217785835","0.42158;0.64226;-0.024791671","0.42267;0.58439;-0.0282052122","0.3476;0.65176;-0.0046651135","0.34796;0.57028;-0.0195325222","0.34992;0.51783;-0.0338963047","0.35357;0.4722;-0.0444235429","0.31201;0.64988;-0.007986838","0.3025;0.55447;-0.0208180472","0.301;0.49139;-0.0357954577","0.30306;0.4382;-0.0469905064","0.2803;0.66395;-0.0148844123","0.26652;0.57177;-0.0308823884","0.26679;0.51138;-0.0455934741","0.27282;0.45995;-0.0558349937","0.25022;0.6937;-0.0234949458","0.2219;0.63416;-0.0406596251","0.21951;0.59187;-0.0494665727","0.22751;0.55398;-0.0548876338"
23,"image_20231129_153302.png","0.23919;0.83613;6.932e-07","0.32472;0.81852;-0.0402628891","0.40003;0.75199;-0.0553086624","0.44945;0.6824;-0.0662911311","0.49442;0.63572;-0.0769884884","0.35888;0.59899;-0.0295133069","0.40159;0.49672;-0.0532096699","0.42975;0.43157;-0.073390685","0.45415;0.3755;-0.0883213878","0.31433;0.57113;-0.0274438839","0.34225;0.44836;-0.0501459688","0.36657;0.37004;-0.0714742541","0.38743;0.30547;-0.0862954855","0.26823;0.5698;-0.0303336848","0.28743;0.45226;-0.055539351","0.30846;0.37642;-0.0744337514","0.32879;0.31222;-0.0861532763","0.21726;0.58684;-0.0366413221","0.22546;0.49395;-0.0616999641","0.23958;0.43536;-0.073749736","0.25769;0.38239;-0.0802855864"
24,"image_20231129_153409.png","0.9931;0.41286;5.883e-07","0.91279;0.45609;-0.0429949909","0.82148;0.44053;-0.0613999441","0.75539;0.3909;-0.0747261047","0.69463;0.34944;-0.0871440247","0.78673;0.31262;-0.0325499326","0.71207;0.24064;-0.0594082102","0.66826;0.19082;-0.0827164724","0.62985;0.14386;-0.0997008383","0.81663;0.25363;-0.031239571","0.74138;0.16503;-0.053079389","0.69471;0.10716;-0.0752409175","0.65326;0.05782;-0.0923418254","0.85647;0.21803;-0.0357884467","0.78716;0.13353;-0.0595609136","0.74268;0.08336;-0.0760055557","0.70239;0.04147;-0.0876528472","0.90438;0.19238;-0.0442457981","0.85101;0.12873;-0.0659034625","0.81453;0.08863;-0.0748126954","0.78037;0.05332;-0.0810109526"
25,"image_20231129_153421.png","0.59383;0.80754;4.481e-07","0.51936;0.75466;-0.0359884053","0.46478;0.65766;-0.054826811","0.43148;0.574;-0.0708463863","0.39878;0.50579;-0.0859412774","0.53212;0.52412;-0.0264503397","0.50938;0.41129;-0.0534013584","0.4956;0.33855;-0.0766939297","0.48762;0.27418;-0.0944898203","0.58045;0.51564;-0.030511098","0.57646;0.38773;-0.0551438294","0.57422;0.29986;-0.0775846615","0.57272;0.22575;-0.0938250944","0.6244;0.535;-0.0402297936","0.62609;0.4151;-0.0672019646","0.62809;0.3342;-0.0856761709","0.62767;0.26228;-0.0981397629","0.66741;0.57493;-0.0533418208","0.68358;0.48364;-0.0779515356","0.68853;0.42057;-0.0894274265","0.68819;0.36125;-0.097043477"
26,"image_20231129_153427.png","0.19065;0.75956;5.307e-07","0.16355;0.66325;0.0263745449","0.16035;0.56062;0.0256974641","0.18781;0.49161;0.0177631453","0.21512;0.45058;0.0069624176","0.1473;0.51106;-0.0193599518","0.16567;0.36747;-0.0420212187","0.17598;0.28612;-0.0529342853","0.18042;0.22425;-0.058501672","0.16934;0.52472;-0.0482116714","0.19684;0.35267;-0.0724465474","0.21934;0.25211;-0.0833635032","0.23649;0.18008;-0.0875403881","0.20461;0.54937;-0.0736298859","0.23388;0.38039;-0.0951702297","0.25878;0.28688;-0.103406854","0.27769;0.21635;-0.1056043655","0.2533;0.58522;-0.0957685933","0.28495;0.45387;-0.1111479998","0.30412;0.38494;-0.1120172068","0.31958;0.32654;-0.1096455455"
27,"image_20231129_224907.png","0.31666;0.86566;5.331e-07","0.41681;0.79657;-0.0303381477","0.4799;0.67994;-0.0286899675","0.5059;0.56849;-0.0253792722","0.52969;0.48647;-0.0210414287","0.40684;0.56194;0.0135174757","0.42767;0.43566;0.0056505911","0.43488;0.36118;-0.0075694853","0.43938;0.29467;-0.019420458","0.35452;0.55028;0.0148437563","0.36303;0.4156;0.0067489156","0.36933;0.32841;-0.0130329169","0.37345;0.25445;-0.0287545696","0.30422;0.56108;0.0094747404","0.30145;0.43186;-0.0057767495","0.3065;0.35254;-0.0263089705","0.312;0.28306;-0.040587239","0.25018;0.59185;0.0006679206","0.23334;0.48879;-0.0177592505","0.22784;0.41992;-0.0309040435","0.22671;0.35373;-0.0395119004"
28,"image_20231129_224937.png","0.83775;0.64443;7.038e-07","0.75449;0.62904;-0.0398980267","0.68239;0.54832;-0.0623760782","0.63863;0.47485;-0.0805863217","0.59531;0.41979;-0.0986300558","0.72695;0.3922;-0.0474997386","0.69162;0.27981;-0.0788720176","0.6691;0.20356;-0.1030698195","0.64957;0.13857;-0.121069029","0.77603;0.3704;-0.0522806458","0.75287;0.23493;-0.0840571672","0.73994;0.13788;-0.1085564643","0.72766;0.05705;-0.124715142","0.82765;0.37825;-0.0616832599","0.80944;0.24485;-0.0960775316","0.80082;0.15148;-0.119037509","0.79221;0.06918;-0.1330119967","0.88142;0.4067;-0.0738874152","0.88287;0.29788;-0.1053276509","0.88025;0.22096;-0.1210872084","0.87441;0.14937;-0.1307559311"
29,"image_20231129_224953.png","0.60384;0.77412;9.849e-07","0.67147;0.66;-0.0369565226","0.68419;0.53606;-0.0604651682","0.67192;0.40374;-0.073133193","0.64643;0.30008;-0.0853469893","0.56478;0.47104;-0.0677072778","0.51732;0.31221;-0.0753140748","0.49197;0.22845;-0.0725280568","0.47284;0.1746;-0.0675075129","0.4975;0.51425;-0.0512634628","0.45497;0.33982;-0.0531390682","0.44173;0.25264;-0.0432368964","0.43632;0.19387;-0.0344551764","0.4503;0.56287;-0.0344972536","0.40921;0.40074;-0.035247568","0.3998;0.31147;-0.0318571925","0.39677;0.25253;-0.0302407928","0.42443;0.60999;-0.0192166865","0.39472;0.47699;-0.0210458543","0.39116;0.41132;-0.0168558676","0.39279;0.36541;-0.0120911542"
30,"image_20231129_225006.png","0.32218;0.82799;3.86e-07","0.23367;0.74279;-0.0051984345","0.19757;0.62752;-0.0103687691","0.19851;0.50761;-0.011779828","0.19744;0.40963;-0.0109105268","0.28764;0.51855;-0.0209355019","0.2937;0.36577;-0.0258145966","0.30369;0.28962;-0.0224540867","0.31356;0.2354;-0.016939722","0.3558;0.53341;-0.0213694405","0.37763;0.3735;-0.0208195671","0.38778;0.29319;-0.0122189317","0.39341;0.24588;-0.0037544542","0.408;0.57006;-0.0214247555","0.43769;0.42465;-0.0242035296","0.44616;0.34881;-0.0198560636","0.44564;0.3008;-0.0141500663","0.4486;0.61844;-0.0204298943","0.4807;0.50914;-0.0190124195","0.4925;0.4503;-0.0105331652","0.4955;0.40596;-0.0013920625"
31,"image_20231129_225014.png","0.32916;0.78596;1.58e-07","0.26528;0.69464;0.0003514209","0.24943;0.59215;0.0001853863","0.26081;0.49823;0.0005390769","0.26306;0.42664;0.0021661569","0.34769;0.49878;0.0032798038","0.37324;0.39126;0.0076316707","0.39185;0.33511;0.0114858299","0.40517;0.29525;0.0134403296","0.40637;0.52376;-0.001788291","0.44995;0.4151;0.0063005532","0.47479;0.3643;0.0093413275","0.49134;0.33339;0.0097969193","0.45123;0.56817;-0.0075060367","0.50538;0.46796;-0.0080891112","0.53801;0.41767;-0.0121537447","0.56013;0.38344;-0.0161659904","0.48398;0.62566;-0.012356895","0.54356;0.56405;-0.0150439292","0.57722;0.529;-0.0153565835","0.60268;0.49857;-0.0153549602"
32,"image_20231129_225126.png","0.38394;0.78416;5.53e-07","0.31303;0.71926;0.0024592513","0.27719;0.61747;-0.0046892916","0.26521;0.51548;-0.0100190071","0.24375;0.43981;-0.0171815604","0.33256;0.53603;-0.0435506329","0.32943;0.38148;-0.0593645908","0.32972;0.29967;-0.0605107248","0.33034;0.23945;-0.0578010082","0.38591;0.54045;-0.0533543378","0.40786;0.36758;-0.0702399313","0.42204;0.27763;-0.0711198971","0.43101;0.2174;-0.0676241145","0.43902;0.56334;-0.0601190999","0.46436;0.40089;-0.0779492036","0.4811;0.3093;-0.0829069614","0.49117;0.24053;-0.0824871287","0.48788;0.60133;-0.0637764782","0.51529;0.46814;-0.0752224773","0.53084;0.39875;-0.0728526637","0.5401;0.34142;-0.0678963885"
33,"image_20231129_225145.png","0.46375;0.87957;6.622e-07","0.42339;0.78921;0.0187529251","0.43103;0.6858;0.0155879585","0.47176;0.6055;0.0097106332","0.51232;0.56306;0.0009362292","0.43765;0.6421;-0.0346820727","0.48491;0.49562;-0.050579261","0.51055;0.41775;-0.0515250042","0.52765;0.36548;-0.0482924879","0.48099;0.66024;-0.0530132167","0.54263;0.4896;-0.070110701","0.58192;0.40133;-0.0712271333","0.60996;0.3466;-0.0672541633","0.52876;0.68833;-0.0665030777","0.5825;0.51706;-0.0810085237","0.61513;0.42969;-0.0820038691","0.63896;0.36912;-0.0787415951","0.57546;0.72651;-0.0762808844","0.62287;0.58638;-0.0843359381","0.65198;0.5214;-0.0785888582","0.67326;0.47237;-0.0707585141"
34,"image_20231129_225153.png","0.41974;0.784;3.662e-07","0.51659;0.7551;-0.021900598","0.57845;0.65504;-0.0144287534","0.60553;0.5571;-0.0056966087","0.62974;0.49016;0.0043210248","0.52657;0.53653;0.0233997293","0.54753;0.43571;0.0209518485","0.55679;0.37782;0.0119775226","0.56363;0.32781;0.0038072404","0.48409;0.51274;0.0255794507","0.50386;0.39595;0.022692129","0.51852;0.32386;0.0093852878","0.52982;0.26562;-0.0008431327","0.4409;0.507;0.0216766316","0.45192;0.39367;0.0120338164","0.46654;0.32856;-0.0027119601","0.48002;0.27374;-0.0123202428","0.3931;0.51676;0.0150372209","0.40378;0.42393;0.0038908529","0.41612;0.36699;-0.0040341164","0.43164;0.31538;-0.0092188381"
