"id","ten_file_anh","wrist","thumb_cmc","thumb_mcp","thumb_ip","thumb_tip","index_finger_mcp","index_finger_pip","index_finger_dip","index_finger_tip","middle_finger_mcp","middle_finger_pip","middle_finger_dip","middle_finger_tip","ring_finger_mcp","ring_finger_pip","ring_finger_dip","ring_finger_tip","pinky_mcp","pinky_pip","pinky_dip","pinky_tip"
11,"image_20231202_144935.png","0.69355;0.82901;-8.618e-07","0.62253;0.87739;-0.0083285514","0.55;0.9111;-0.0182530992","0.49389;0.9215;-0.0327855349","0.46949;0.88393;-0.0420630202","0.49667;0.77064;0.0179339536","0.46618;0.83566;-0.013221208","0.51537;0.86691;-0.033525344","0.54528;0.8594;-0.0430431515","0.51211;0.73826;0.0081297895","0.4821;0.81655;-0.0242719166","0.53533;0.84758;-0.0309030972","0.5625;0.83174;-0.0278828144","0.5342;0.70893;-0.0079363156","0.50374;0.77995;-0.0369871631","0.54763;0.81071;-0.0255099256","0.57146;0.79717;-0.0096474709","0.56251;0.68625;-0.0262951721","0.53024;0.74126;-0.0384971052","0.55693;0.77553;-0.0267482772","0.5768;0.77005;-0.012792984"
12,"image_20231202_144936.png","0.7226;0.64885;-8.717e-07","0.66832;0.67171;-0.0213499311","0.58565;0.66858;-0.0337671563","0.52679;0.63585;-0.0488071926","0.52295;0.56874;-0.0567126013","0.56478;0.54944;0.0004293195","0.51503;0.5515;-0.0370424986","0.5574;0.60616;-0.048980996","0.57885;0.60699;-0.0513594635","0.5927;0.51234;-0.0043051369","0.55295;0.52883;-0.0434951112","0.6037;0.59379;-0.038697239","0.61749;0.57825;-0.0245520845","0.62664;0.48093;-0.0173426569","0.58628;0.49701;-0.0575600937","0.63187;0.56301;-0.0348182768","0.64691;0.55175;-0.0079037482","0.6655;0.4526;-0.0331418961","0.62739;0.46656;-0.0514634065","0.65223;0.52099;-0.0342212878","0.66704;0.51987;-0.0152738513"
13,"image_20231202_144937.png","0.73626;0.45498;-7.728e-07","0.65974;0.47031;-0.0185245145","0.57378;0.44873;-0.0262934975","0.52056;0.39358;-0.0369664691","0.5142;0.3264;-0.0411127098","0.55496;0.35616;0.0147382319","0.52106;0.31239;-0.0211538915","0.5628;0.37117;-0.0390347242","0.58228;0.39505;-0.0448318012","0.58676;0.31865;0.0103020063","0.55677;0.27959;-0.0252885465","0.60173;0.3479;-0.0298754014","0.61684;0.3695;-0.0228101332","0.62364;0.28725;-0.0020308287","0.59643;0.25577;-0.0359343439","0.63542;0.32275;-0.0213452782","0.65241;0.34927;-0.0010997189","0.66496;0.26148;-0.0167846419","0.63763;0.24188;-0.0293589011","0.66166;0.29431;-0.013119705","0.67462;0.31532;0.0042291586"
14,"image_20231202_144938.png","0.58342;0.39943;-5.907e-07","0.50471;0.43191;-0.0145259565","0.42228;0.42776;-0.0244615953","0.36234;0.37668;-0.0354216471","0.34945;0.30396;-0.0421554781","0.39824;0.33158;0.0050023017","0.35403;0.31322;-0.0147644626","0.38592;0.34491;-0.0266921576","0.41119;0.35242;-0.0326214582","0.42126;0.28032;0.0037389684","0.38639;0.26891;-0.0115679083","0.41795;0.30854;-0.0153667368","0.44042;0.31668;-0.0152498344","0.45344;0.23896;-0.0016414805","0.41874;0.23361;-0.0167593546","0.44496;0.27292;-0.0086138975","0.46657;0.28441;0.0002164047","0.49029;0.2044;-0.0087073036","0.45519;0.20748;-0.0142433606","0.47231;0.24068;-0.0035403497","0.48997;0.24937;0.0072543225"
15,"image_20231202_144940.png","0.4576;0.52984;-6.485e-07","0.38709;0.55388;0.0076504704","0.31199;0.55027;0.0065212385","0.26075;0.51712;-0.0046064323","0.23888;0.46109;-0.0156161617","0.29332;0.44434;0.0288517233","0.23525;0.41202;-0.0011605495","0.21084;0.44686;-0.0194344837","0.20447;0.48161;-0.0273045339","0.31234;0.4111;0.0092581622","0.25369;0.4169;-0.0236636214","0.29402;0.47629;-0.027646888","0.32421;0.47684;-0.0199873056","0.33745;0.37879;-0.0156873092","0.28211;0.39093;-0.0504536107","0.32186;0.45037;-0.0350452662","0.34858;0.44836;-0.0135090984","0.36978;0.34441;-0.0410214923","0.30899;0.35261;-0.056212686","0.33268;0.40482;-0.0368696004","0.35993;0.41084;-0.0171163138"
16,"image_20231202_144941.png","0.48599;0.64594;-8.144e-07","0.41769;0.67036;-0.0094335983","0.34969;0.67399;-0.0193042681","0.29826;0.64638;-0.0342335999","0.27526;0.59025;-0.0446818769","0.33334;0.55981;0.0135185104","0.2862;0.55537;-0.0231358502","0.32709;0.61056;-0.0411232226","0.35607;0.62029;-0.047151126","0.35219;0.52628;0.0034948031","0.29995;0.52858;-0.0352280289","0.34485;0.5889;-0.0404801965","0.37297;0.5893;-0.0329633355","0.37626;0.49567;-0.0132987481","0.32397;0.50005;-0.0478855558","0.3647;0.5593;-0.0325025208","0.39061;0.56172;-0.0112934178","0.40714;0.46597;-0.0318123214","0.36019;0.48167;-0.0472458825","0.38444;0.53016;-0.0327279195","0.40602;0.53423;-0.015894033"
17,"image_20231202_144942.png","0.43877;0.72935;-7.681e-07","0.36912;0.75637;-0.0083958926","0.29827;0.75979;-0.0144846048","0.24485;0.73996;-0.0267536249","0.22062;0.68547;-0.0343908779","0.28785;0.64954;0.0258262213","0.23776;0.65348;-0.0052129677","0.27266;0.70172;-0.0213670228","0.30005;0.70441;-0.0271387212","0.30106;0.61863;0.0171997137","0.24691;0.62972;-0.018063847","0.28919;0.68521;-0.0234026331","0.31641;0.67568;-0.0163890198","0.31977;0.58507;0.0011469597","0.26268;0.59745;-0.0320782512","0.30012;0.65311;-0.0206689928","0.32686;0.64598;-0.0018798013","0.34576;0.55142;-0.0168695357","0.29077;0.56699;-0.0330489203","0.31152;0.61605;-0.0225305744","0.33778;0.6192;-0.0082157366"
18,"image_20231202_145121.png","0.80757;0.75111;-7.129e-07","0.74887;0.70632;-0.0165757313","0.69822;0.63058;-0.023053484","0.67755;0.55475;-0.0324785635","0.7069;0.51472;-0.035388425","0.72951;0.55612;0.0149592953","0.71014;0.50888;-0.0146333184","0.71469;0.57838;-0.0256946888","0.72521;0.5899;-0.028817866","0.76569;0.55487;0.0109520899","0.74467;0.512;-0.0224330164","0.7468;0.59741;-0.021543147","0.75844;0.60062;-0.0106180236","0.80288;0.55933;-0.0005975771","0.78047;0.51869;-0.0351051092","0.77915;0.60054;-0.0186684448","0.79243;0.61011;0.0036954309","0.84274;0.56831;-0.0142242461","0.81617;0.53151;-0.0268060919","0.80869;0.5878;-0.0107047791","0.8202;0.6031;0.0066356394"
19,"image_20231202_145122.png","0.86412;0.6679;-7.275e-07","0.80263;0.63656;-0.0192304775","0.74687;0.55614;-0.0218698736","0.7319;0.4702;-0.0266247932","0.76237;0.42889;-0.0245131217","0.76922;0.48447;0.0173331667","0.75307;0.43135;-0.0118837096","0.76344;0.50268;-0.0235903766","0.77081;0.51004;-0.0277193505","0.80618;0.47749;0.0150134396","0.79292;0.42906;-0.0172591954","0.79856;0.51545;-0.0181326848","0.80277;0.51289;-0.0090126926","0.84478;0.47708;0.0046829646","0.83173;0.42709;-0.0285202414","0.83194;0.51064;-0.0130596962","0.83841;0.51571;0.0075416835","0.88636;0.48023;-0.0082942788","0.8707;0.44271;-0.0209348109","0.86466;0.50211;-0.0061994554","0.87159;0.51426;0.0095521463"
20,"image_20231202_145125.png","0.74927;0.64069;-9.817e-07","0.66377;0.61666;-0.0232705697","0.5748;0.51123;-0.0272858664","0.54879;0.37809;-0.0341442563","0.59713;0.29992;-0.0332502089","0.62092;0.39594;0.0173014868","0.5889;0.32349;-0.0271568205","0.60037;0.42301;-0.0465103351","0.61685;0.44337;-0.0544118881","0.68222;0.38426;0.0127111645","0.64349;0.30919;-0.0346271433","0.65045;0.43751;-0.0369926579","0.66868;0.4487;-0.0248762034","0.74064;0.38595;-0.0022026009","0.70336;0.29793;-0.0526451357","0.70317;0.42753;-0.0298527386","0.72441;0.45386;0.0012036186","0.80655;0.38648;-0.0195874944","0.76305;0.32516;-0.0448332243","0.75678;0.41565;-0.0257011317","0.77626;0.44506;-0.0029812674"
21,"image_20231202_145127.png","0.61067;0.76772;-1.5895e-06","0.5094;0.67752;-0.0228229016","0.41733;0.52352;-0.0321912728","0.38002;0.37443;-0.0503084175","0.42799;0.2658;-0.0571961664","0.48691;0.37488;0.0310730711","0.43621;0.27316;-0.0335738696","0.44498;0.41944;-0.058271993","0.47442;0.45809;-0.0639128685","0.55508;0.37262;0.0176155195","0.50261;0.27296;-0.0518972576","0.50826;0.45679;-0.0505631827","0.54325;0.47277;-0.0282421764","0.62667;0.38155;-0.0102081997","0.57383;0.27441;-0.0846026018","0.57181;0.45906;-0.0477269739","0.60802;0.49594;0.0020456288","0.70729;0.39761;-0.0410691984","0.65059;0.29617;-0.072555311","0.63216;0.42057;-0.0383956097","0.6587;0.46479;-0.0003102392"
22,"image_20231202_145132.png","0.54591;0.6628;-1.3269e-06","0.43704;0.55666;0.0049167722","0.35575;0.42966;-0.016028529","0.29024;0.3414;-0.0441321395","0.25777;0.27435;-0.0633565262","0.47702;0.19567;0.0020260462","0.29464;0.23503;-0.049361214","0.31439;0.33957;-0.0812420025","0.36544;0.35405;-0.1006500572","0.48044;0.21638;-0.0282345451","0.26805;0.28855;-0.07618922","0.30205;0.38346;-0.0806800127","0.35641;0.38843;-0.0813022926","0.4649;0.26741;-0.0638096631","0.26677;0.34147;-0.0985681117","0.30154;0.43476;-0.0763937086","0.35224;0.43753;-0.0618773103","0.44265;0.33818;-0.1030609086","0.29236;0.41534;-0.1318756044","0.31433;0.48614;-0.1278908253","0.35646;0.49168;-0.1208079904"
23,"image_20231202_145134.png","0.3635;0.57195;-1.0078e-06","0.33752;0.44569;0.0292776264","0.2735;0.34311;0.0299267191","0.17986;0.29414;0.0241553597","0.11534;0.27776;0.0221269801","0.3128;0.21208;0.0114441309","0.14513;0.24343;-0.0088168792","0.15191;0.33181;-0.0139685068","0.19238;0.3601;-0.0150745241","0.29621;0.22042;-0.0131795835","0.11563;0.28561;-0.032007385","0.13835;0.37093;-0.026861053","0.18473;0.39267;-0.0225777831","0.26857;0.25729;-0.0364345089","0.10223;0.32519;-0.0488463342","0.13443;0.41225;-0.0285369139","0.17942;0.42909;-0.0171716958","0.23689;0.31756;-0.0580335893","0.12058;0.38697;-0.0770261958","0.15132;0.44972;-0.0723412335","0.19317;0.45715;-0.0658347607"
24,"image_20231202_145135.png","0.42914;0.84367;-5.921e-07","0.41691;0.74122;0.0172026642","0.39135;0.6516;0.002531359","0.36906;0.58226;-0.0164996926","0.375;0.52674;-0.0347698629","0.36801;0.52887;-0.0294849463","0.21467;0.53643;-0.05297767","0.21909;0.60994;-0.0560749024","0.26078;0.63276;-0.0570770986","0.35302;0.55559;-0.0542333946","0.18797;0.58688;-0.0721830949","0.2057;0.65761;-0.0613606758","0.24606;0.67659;-0.0567438044","0.32838;0.61038;-0.0773104653","0.17572;0.64336;-0.0888313577","0.19442;0.71801;-0.0657900423","0.23189;0.73868;-0.0549197942","0.30395;0.68545;-0.0994832143","0.18728;0.71263;-0.1159989238","0.20037;0.76867;-0.1079733223","0.23217;0.78696;-0.1007925048"
25,"image_20231202_145139.png","0.72776;0.73578;-4.726e-07","0.6787;0.66586;-0.0265228562","0.63406;0.59136;-0.0530084409","0.5781;0.55067;-0.0749068633","0.53159;0.51783;-0.0973505303","0.71589;0.51126;-0.0798641369","0.60336;0.50626;-0.1078725904","0.55526;0.52593;-0.1162821874","0.53477;0.53665;-0.1213913038","0.72965;0.55435;-0.0836210772","0.60504;0.54951;-0.1102134958","0.55141;0.56946;-0.1122708693","0.5228;0.5829;-0.1153397262","0.72863;0.61272;-0.0867214799","0.60562;0.60546;-0.1125972942","0.55913;0.61782;-0.105817996","0.53981;0.62354;-0.1012929454","0.71676;0.67561;-0.0909974873","0.62153;0.66223;-0.1194211841","0.58278;0.65406;-0.1202150732","0.5659;0.64926;-0.1171156093"
26,"image_20231202_145732.png","0.67435;0.78275;-8.807e-07","0.58487;0.69938;-0.0056284457","0.55053;0.62108;-0.0171461161","0.52931;0.56276;-0.0348156989","0.51062;0.51246;-0.0461533591","0.64201;0.5029;0.0198105555","0.54408;0.49162;-0.0253873318","0.54548;0.56751;-0.0570523664","0.57105;0.60068;-0.0732466653","0.65812;0.50148;0.0055428534","0.5342;0.51301;-0.0461702347","0.54858;0.59895;-0.0629188865","0.58801;0.615;-0.0640273243","0.66553;0.51088;-0.0153850121","0.54871;0.53532;-0.0584116466","0.56479;0.61613;-0.0508059189","0.60284;0.6276;-0.036181245","0.66092;0.52951;-0.0390348621","0.5687;0.56261;-0.0653099269","0.58323;0.61951;-0.0614468791","0.61934;0.62674;-0.0510298721"
27,"image_20231202_145738.png","0.63399;0.44349;-5.917e-07","0.6521;0.36736;0.0182808693","0.6375;0.28875;0.022583114","0.60791;0.24574;0.0221201461","0.57791;0.23536;0.0218591169","0.65823;0.20974;0.0204920825","0.58041;0.20777;0.0111104641","0.57988;0.25263;-0.0011621313","0.59772;0.27986;-0.0084449593","0.63106;0.19995;0.0070266444","0.55665;0.21576;0.006296963","0.55823;0.26108;0.0023261504","0.57822;0.28312;-0.0015207265","0.59778;0.20792;-0.0056762951","0.53347;0.22142;-0.0032125963","0.53769;0.26986;0.0007386919","0.55866;0.28815;0.0007506292","0.56175;0.22384;-0.0179380383","0.51326;0.23908;-0.0175997149","0.52046;0.28377;-0.0111743733","0.53858;0.3017;-0.0054136519"
28,"image_20231202_145740.png","0.54414;0.53312;-7.329e-07","0.49926;0.47549;0.008429233","0.46824;0.41062;0.0027311277","0.44464;0.37089;-0.008710417","0.42101;0.3483;-0.017162824","0.50461;0.28499;0.0221237764","0.40448;0.34502;-0.010674661","0.4189;0.40238;-0.0390980132","0.44837;0.4183;-0.0548085831","0.49587;0.27735;0.0054341014","0.38931;0.34884;-0.0278053638","0.41398;0.41041;-0.0451215096","0.44835;0.4256;-0.0509572662","0.47759;0.288;-0.0138977272","0.3762;0.35097;-0.0372021906","0.40224;0.41771;-0.034240406","0.43672;0.42794;-0.0282174647","0.45309;0.3099;-0.0343878716","0.3787;0.36979;-0.0539706424","0.39993;0.42215;-0.0530054793","0.42983;0.42635;-0.0461965539"
29,"image_20231202_145741.png","0.55282;0.60826;-6.504e-07","0.5843;0.51396;0.0159343276","0.57478;0.43167;0.0188697148","0.53648;0.39448;0.0176964942","0.49444;0.39738;0.0156371705","0.58412;0.36702;0.0073924223","0.52145;0.34628;0.0037305071","0.51309;0.38592;0.0010214456","0.52426;0.4123;-0.0013339774","0.54215;0.36789;-0.0034099151","0.48386;0.35796;-0.0024078926","0.48087;0.40147;-0.0016920455","0.49908;0.42791;-0.0030263287","0.49913;0.38707;-0.0122643188","0.44997;0.37687;-0.0077402969","0.45566;0.41847;-0.0022151938","0.47585;0.43925;-0.0021990568","0.45879;0.41543;-0.0199270602","0.42787;0.41215;-0.0152849723","0.43658;0.44693;-0.0070142923","0.45338;0.46613;-0.0014832357"
30,"image_20231202_145742.png","0.5983;0.80335;-5.738e-07","0.61525;0.70518;0.010578406","0.58669;0.60945;0.0042796405","0.5173;0.56525;-0.0021910053","0.46387;0.55421;-0.0072602336","0.61314;0.53943;-0.0215228144","0.51042;0.5202;-0.0269800797","0.50364;0.57161;-0.0240229834","0.52067;0.5923;-0.0232813936","0.57798;0.55993;-0.0329313427","0.47871;0.56256;-0.0333306417","0.48179;0.61067;-0.0245476253","0.50355;0.62984;-0.023382796","0.53743;0.59183;-0.0412842408","0.4529;0.60492;-0.0366459563","0.46509;0.65129;-0.0229671076","0.48908;0.66511;-0.0210582092","0.49604;0.63123;-0.048905015","0.43818;0.64926;-0.049368728","0.45163;0.68974;-0.042305693","0.47152;0.70157;-0.0390444025"
31,"image_20231202_145743.png","0.38863;0.79901;-5.088e-07","0.4182;0.71281;0.0180179011","0.42639;0.62278;0.0207878556","0.43165;0.56121;0.0207026359","0.44486;0.51857;0.0198550373","0.40068;0.53707;0.0061975168","0.34221;0.50048;0.0085508786","0.31784;0.53225;0.0099799158","0.31839;0.56544;0.0101831658","0.35243;0.55029;-0.0032793507","0.28976;0.53936;0.0061461041","0.28207;0.58557;0.0117732389","0.30046;0.61478;0.0119550098","0.30415;0.58323;-0.0100609101","0.24994;0.57292;0.001303775","0.24909;0.61316;0.011189702","0.26775;0.63897;0.0122813052","0.26156;0.63043;-0.0153496126","0.2219;0.62134;-0.007640935","0.22962;0.6549;0.0039530001","0.24777;0.67641;0.0116549553"
32,"image_20231202_145744.png","0.24975;0.48732;-6.922e-07","0.30481;0.38591;0.0187864564","0.29749;0.30436;0.0241807997","0.25489;0.26669;0.0282030776","0.20777;0.27269;0.0314010605","0.28124;0.17976;0.0055604856","0.2684;0.1897;0.0180311389","0.26932;0.24497;0.0206246451","0.27114;0.28167;0.0194205791","0.21634;0.18511;-0.0007455426","0.21275;0.20872;0.0279338062","0.2174;0.26113;0.0359639823","0.22486;0.29848;0.0327647403","0.1602;0.22439;-0.0022707966","0.16069;0.25918;0.0267932341","0.17346;0.30099;0.0303444508","0.18645;0.33474;0.0224052761","0.11203;0.27557;-0.0022388978","0.11785;0.30118;0.0204654448","0.13339;0.33705;0.031533055","0.14383;0.36781;0.0360943154"
33,"image_20231202_145751.png","0.87262;0.89015;-5.686e-07","0.85057;0.81175;-0.0022572528","0.81057;0.71229;-0.0174455103","0.75501;0.64699;-0.0335274525","0.71832;0.61958;-0.0468880087","0.86985;0.61074;-0.026361268","0.73859;0.58154;-0.0540011153","0.73561;0.63818;-0.0664668158","0.76436;0.65608;-0.0738327056","0.86112;0.63629;-0.0396469012","0.71703;0.62244;-0.0604071692","0.72554;0.67818;-0.0571043827","0.75594;0.69128;-0.0565102808","0.83949;0.67712;-0.0541482046","0.70827;0.67079;-0.0673714504","0.72114;0.72388;-0.0526025146","0.75206;0.7334;-0.0464052744","0.81188;0.72786;-0.0701986104","0.71071;0.72632;-0.0847410187","0.72302;0.76795;-0.0805315673","0.752;0.77955;-0.0766480342"
34,"image_20231202_145752.png","0.62409;0.7744;-2.931e-07","0.61997;0.70491;-0.0050771725","0.59119;0.63651;-0.0162684117","0.53727;0.61098;-0.0251125693","0.49262;0.61837;-0.0360719338","0.59248;0.58824;-0.0459533259","0.49342;0.59013;-0.0567913316","0.46655;0.62604;-0.0537105203","0.46676;0.64825;-0.0506992117","0.57672;0.62673;-0.050521668","0.47769;0.6288;-0.0602758154","0.45053;0.66269;-0.0559578687","0.44668;0.68505;-0.0550909638","0.5559;0.67431;-0.0526664406","0.46595;0.67593;-0.0619223714","0.43962;0.70117;-0.057206776","0.43364;0.71626;-0.0562576875","0.53415;0.72704;-0.0537741147","0.46659;0.72779;-0.0657647774","0.4406;0.73872;-0.0660062432","0.42653;0.74073;-0.0655265525"
35,"image_20231202_145755.png","0.4883;0.59175;-9.431e-07","0.43772;0.51474;0.0326016732","0.38295;0.435;0.0371202528","0.32611;0.39884;0.031602487","0.28033;0.38964;0.025616793","0.39388;0.30222;0.0319356024","0.26711;0.37076;0.0098938905","0.25273;0.44882;-0.0080026332","0.26973;0.48992;-0.0185136553","0.38751;0.29824;0.003317974","0.25033;0.39649;-0.0164998192","0.27696;0.46853;-0.0236698259","0.3181;0.49147;-0.0262937415","0.37579;0.32402;-0.02526672","0.24953;0.42388;-0.0384654887","0.28435;0.49722;-0.0306729022","0.32358;0.50699;-0.0263826605","0.36173;0.3701;-0.0529122055","0.27432;0.46445;-0.0702170283","0.30422;0.51855;-0.0691773221","0.33861;0.5238;-0.0650340766"
